ID,PRED
16380,0.034742041275161
145630,0.7681383959753745
112658,0.13704597225994947
102310,0.6766229860061279
158200,0.6808973018890223
89338,0.3574567127175505
185620,0.027402281775731206
60243,0.4221760406804471
115506,0.3950245023120265
43343,0.0315697466770534
55675,0.6927431163101458
102929,0.5079215124198782
112113,0.16729576238958319
127847,0.09698225301729936
56321,0.4282125560954679
37741,0.4566004973361171
114677,0.1200221661642471
108367,0.6225866003223511
182710,0.7317135200759413
31540,0.19593275019665113
161052,0.10886602754495102
89103,0.8135380531480665
97647,0.2067547385227715
180609,0.6060780417393519
126352,0.08111048357874763
18165,0.4118451098966994
169404,0.6808973018890223
170713,0.7014648542813696
81319,0.4762405424434562
62641,0.14753564835831978
82616,0.17966870307128383
165895,0.29653944456793097
116468,0.3708981566210578
102524,0.6568150818346423
88531,0.07419554193823356
224,0.3764569335246722
164382,0.21610481946850313
40172,0.08738930443249618
92006,0.42102972483942097
183181,0.24815680274005167
87325,0.6906417474917662
4860,0.05112828869447339
29953,0.10590304376219735
19853,0.13614706566813722
76330,0.3161463959256512
26335,0.770988266197258
7577,0.6053113353806159
170366,0.08103898414653338
137068,0.09501199484026722
69424,0.6133154934195594
28958,0.8902895556698901
178143,0.036686894942954275
100306,0.5734422073620897
145551,0.20485065261288155
1258,0.1075021342118502
64904,0.3579500535491878
75444,0.3651642821263553
180885,0.43420860194490496
77653,0.17206770019787168
179699,0.514487186739714
166151,0.20345495349240134
6631,0.10159226082502336
21425,0.2739369338072326
128378,0.5878442856421935
120214,0.14853780575910544
133663,0.6866111707292089
109214,0.01363593493459202
178315,0.3949975370458354
147225,0.7151463209517164
163524,0.4296796635903462
164087,0.5963412900675942
60378,0.10640404955923126
32272,0.487581779364321
49079,0.5679008570025096
107899,0.5234293447761802
109264,0.34527841530074604
142172,0.3997486230543992
182155,0.13045783746979783
52214,0.4435499672403637
69564,0.14429025889352057
6391,0.27551356525129056
170726,0.10533936911558764
30095,0.3278518657824868
148066,0.8077946008986433
184141,0.33405984440173814
75888,0.7267860065325913
120273,0.3375379989908176
153712,0.4489936585286035
34503,0.18689871810552147
181640,0.11627907801890724
9992,0.4303492921274459
102668,0.16292917202956683
99642,0.6310091598973954
5696,0.7097284533447162
113692,0.41871358196391
114428,0.1995230573510295
78236,0.0717356108309356
13696,0.5778512398804281
41935,0.31862463265239616
101999,0.03541778669791968
17558,0.08644253250574757
86446,0.4513748637459655
42240,0.22435798342192392
17232,0.16442364893078842
9957,0.1604931528616648
47850,0.7786550063104338
47867,0.11832373936241271
56063,0.5328251768997141
26047,0.5590364161344025
43972,0.13825026190611797
30347,0.0786167040185799
145912,0.4708107298739726
22033,0.09087591834381784
52476,0.13132065510127672
169206,0.16444914279893683
73590,0.08727293563783564
57190,0.600390232831786
19461,0.8348013225856773
9847,0.6541138590332584
45833,0.23931875771203737
100351,0.08598765327837359
171960,0.09232573181961926
70093,0.21555544381013703
127231,0.20267897601790064
40564,0.028610558345792018
76336,0.4076629378222693
130437,0.5097166066736634
112293,0.8331555515801271
49124,0.7300518102397763
169573,0.33870792885406503
157940,0.13636648762834216
57908,0.4848729174760879
162760,0.21894353971389918
184982,0.6252174033941017
57065,0.23262462348420776
156686,0.1268976088572556
148795,0.7652343409713371
79199,0.2596770038639364
35846,0.46711104675518267
14893,0.06458962775051744
55880,0.5026915211910933
88067,0.24305251014865636
126514,0.25345598927038315
64937,0.6984645287431696
114575,0.6372559329383914
68770,0.6674135857960337
128808,0.07358429789795802
154043,0.19519186314673354
167962,0.1034073805058649
119586,0.25556610963587534
44162,0.6965193028527888
151020,0.056425301611707834
106654,0.1453091801819993
165080,0.1577957297159859
82040,0.15712656291028582
83896,0.20066936890619402
84475,0.3301917596970543
184351,0.3050342998015323
142571,0.269323653731145
23747,0.5150647990388232
103425,0.0814714856721163
38517,0.35809224504175396
151843,0.4733533652617952
